city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Crandon,Crandon,WI,Wisconsin,55041,Forest,45.5686,-88.8973,1365,100.9,shape,FALSE,TRUE,America/Chicago,3,54520,1840002005
Dike,Dike,IA,Iowa,19075,Grundy,42.4641,-92.6255,1365,379.3,shape,FALSE,TRUE,America/Chicago,3,50624,1840006967
Sneedville,Sneedville,TN,Tennessee,47067,Hancock,36.5366,-83.2098,1364,229.3,shape,FALSE,TRUE,America/New_York,3,37869,1840017698
Mill Hall,Mill Hall,PA,Pennsylvania,42035,Clinton,41.1045,-77.4888,1364,571.7,shape,FALSE,TRUE,America/New_York,3,17751,1840003452
Loyal,Loyal,WI,Wisconsin,55019,Clark,44.7366,-90.4956,1363,394.1,shape,FALSE,TRUE,America/Chicago,3,54446,1840002254
Galveston,Galveston,IN,Indiana,18017,Cass,40.5766,-86.1924,1363,915.1,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46932,1840010362
Nora Springs,Nora Springs,IA,Iowa,19067,Floyd,43.1445,-93.0093,1363,237.4,shape,FALSE,TRUE,America/Chicago,3,50458,1840008004
Roseto,Roseto,PA,Pennsylvania,42095,Northampton,40.8778,-75.2204,1362,836.5,shape,FALSE,TRUE,America/New_York,3,18013,1840000979
Preston,Preston,MN,Minnesota,27045,Fillmore,43.6726,-92.0828,1362,213.4,shape,FALSE,TRUE,America/Chicago,3,55965,1840009013
Kean University,Kean University,NJ,New Jersey,34039,Union,40.6791,-74.2314,1362,1321.7,shape,FALSE,FALSE,America/New_York,3,07083 07205,1840145176
Baxter,Baxter,TN,Tennessee,47141,Putnam,36.1536,-85.6348,1361,167.1,shape,FALSE,TRUE,America/Chicago,3,38544,1840015318
Newfoundland,Newfoundland,NJ,New Jersey,34031,Passaic,41.0594,-74.4308,1361,80.6,shape,FALSE,FALSE,America/New_York,3,7435,1840033367
Hurt,Hurt,VA,Virginia,51143,Pittsylvania,37.0954,-79.3029,1361,151.2,shape,FALSE,TRUE,America/New_York,3,24563,1840006495
Saint John Fisher College,Saint John Fisher College,NY,New York,36055,Monroe,43.1143,-77.5108,1361,2280.3,shape,FALSE,FALSE,America/New_York,2,14618,1840145796
Forreston,Forreston,IL,Illinois,17141,Ogle,42.1273,-89.5784,1360,556.6,shape,FALSE,TRUE,America/Chicago,3,61030,1840011236
Laurel,Laurel,NY,New York,36103,Suffolk,40.9728,-72.556,1360,175,shape,FALSE,FALSE,America/New_York,3,11948 11952,1840005087
Dunlap,Dunlap,IL,Illinois,17143,Peoria,40.848,-89.6719,1360,188.6,shape,FALSE,TRUE,America/Chicago,3,61525,1840011924
Clyde,Clyde,NC,North Carolina,37087,Haywood,35.533,-82.9108,1359,606.3,shape,FALSE,TRUE,America/New_York,3,28721,1840016296
Kingsford Heights,Kingsford Heights,IN,Indiana,18091,LaPorte,41.4784,-86.693,1358,590.3,shape,FALSE,TRUE,America/Chicago,3,46346,1840009246
Mineral Springs,Mineral Springs,AR,Arkansas,5061,Howard,33.8771,-93.9217,1358,245.8,shape,FALSE,TRUE,America/Chicago,3,71851,1840014708
Dassel,Dassel,MN,Minnesota,27093,Meeker,45.0831,-94.315,1358,311.6,shape,FALSE,TRUE,America/Chicago,3,55325,1840006733
Flovilla,Flovilla,GA,Georgia,13035,Butts,33.2524,-83.903,1358,267.8,shape,FALSE,TRUE,America/New_York,3,30216,1840013767
Saybrook Manor,Saybrook Manor,CT,Connecticut,9130,Lower Connecticut River Valley,41.2825,-72.4063,1358,678.5,shape,FALSE,FALSE,America/New_York,3,6475,1840003371
Castlewood,Castlewood,VA,Virginia,51167,Russell,36.8782,-82.2879,1357,72.8,shape,FALSE,FALSE,America/New_York,3,24224,1840006489
Ladd,Ladd,IL,Illinois,17011,Bureau,41.381,-89.2147,1356,433.4,shape,FALSE,TRUE,America/Chicago,3,61329,1840011569
Central City,Central City,IA,Iowa,19113,Linn,42.2023,-91.5247,1356,487.4,shape,FALSE,TRUE,America/Chicago,3,52214,1840006986
Duncan Falls,Duncan Falls,OH,Ohio,39119,Muskingum,39.8777,-81.9112,1355,421.8,shape,FALSE,FALSE,America/New_York,3,43734,1840026552
Ontonagon,Ontonagon,MI,Michigan,26131,Ontonagon,46.8665,-89.3122,1355,142.1,shape,FALSE,TRUE,America/Detroit,3,49953,1840010913
Leadwood,Leadwood,MO,Missouri,29187,St. Francois,37.8618,-90.5892,1354,451.9,shape,FALSE,TRUE,America/Chicago,3,63653,1840008689
Nashotah,Nashotah,WI,Wisconsin,55133,Waukesha,43.0938,-88.4038,1354,321.3,shape,FALSE,TRUE,America/Chicago,3,53058,1840003024
Highland,Highland,AR,Arkansas,5135,Sharp,36.2657,-91.5186,1354,59.8,shape,FALSE,TRUE,America/Chicago,3,72542,1840014447
Hurley,Hurley,WI,Wisconsin,55051,Iron,46.4462,-90.1983,1354,161.2,shape,FALSE,TRUE,America/Chicago,3,54534,1840001952
Sleepy Hollow Lake,Sleepy Hollow Lake,NY,New York,36039,Greene,42.3034,-73.8086,1354,272.4,shape,FALSE,FALSE,America/New_York,3,12015,1840149910
Hillsboro,Hillsboro,WI,Wisconsin,55123,Vernon,43.656,-90.3365,1353,370.5,shape,FALSE,TRUE,America/Chicago,3,54634,1840002691
Chadbourn,Chadbourn,NC,North Carolina,37047,Columbus,34.3251,-78.825,1352,200.7,shape,FALSE,TRUE,America/New_York,3,28431,1840016663
Princeton,Princeton,MO,Missouri,29129,Mercer,40.3966,-93.5884,1352,328.5,shape,FALSE,TRUE,America/Chicago,3,64673,1840009415
Kingston,Kingston,IL,Illinois,17037,DeKalb,42.1008,-88.7619,1352,530.6,shape,FALSE,TRUE,America/Chicago,3,60145,1840011335
Hasson Heights,Hasson Heights,PA,Pennsylvania,42121,Venango,41.4487,-79.6766,1351,341.8,shape,FALSE,FALSE,America/New_York,3,16301,1840035426
La Plata,La Plata,MO,Missouri,29121,Macon,40.0242,-92.4914,1351,328.4,shape,FALSE,TRUE,America/Chicago,3,63549,1840008400
Potomac Heights,Potomac Heights,MD,Maryland,24017,Charles,38.5988,-77.1371,1351,486.1,shape,FALSE,FALSE,America/New_York,3,20640,1840006173
Monticello,Monticello,MS,Mississippi,28077,Lawrence,31.5525,-90.1145,1351,125.1,shape,FALSE,TRUE,America/Chicago,3,39654,1840017077
Pine Knoll Shores,Pine Knoll Shores,NC,North Carolina,37031,Carteret,34.6974,-76.8205,1351,236.2,shape,FALSE,TRUE,America/New_York,3,28512,1840016487
Elizabethville,Elizabethville,PA,Pennsylvania,42043,Dauphin,40.5472,-76.816,1350,952.1,shape,FALSE,TRUE,America/New_York,3,17023,1840001285
Germantown,Germantown,IL,Illinois,17027,Clinton,38.5552,-89.5412,1350,511.1,shape,FALSE,TRUE,America/Chicago,3,62245,1840012857
Lexington,Lexington,MS,Mississippi,28051,Holmes,33.1163,-90.0498,1350,215.6,shape,FALSE,TRUE,America/Chicago,3,39095,1840014845
Prudenville,Prudenville,MI,Michigan,26143,Roscommon,44.3013,-84.6654,1350,182.7,shape,FALSE,FALSE,America/Detroit,3,48651,1840004092
Cerro Gordo,Cerro Gordo,IL,Illinois,17147,Piatt,39.8892,-88.7346,1349,714.7,shape,FALSE,TRUE,America/Chicago,3,61818,1840010484
Sand Lake,Sand Lake,MI,Michigan,26069,Iosco,44.3276,-83.6711,1348,34.8,shape,FALSE,FALSE,America/Detroit,3,48763 48748,1840143090
Red Lake Falls,Red Lake Falls,MN,Minnesota,27125,Red Lake,47.8837,-96.2727,1348,247.8,shape,FALSE,TRUE,America/Chicago,3,56750,1840008829
Morgan Hill,Morgan Hill,PA,Pennsylvania,42095,Northampton,40.6665,-75.2041,1348,693.6,shape,FALSE,FALSE,America/New_York,3,18042,1840152766
Woxall,Woxall,PA,Pennsylvania,42091,Montgomery,40.3118,-75.452,1347,200,shape,FALSE,FALSE,America/New_York,3,19438 18979,1840035269
Geneva,Geneva,IN,Indiana,18001,Adams,40.5975,-84.9568,1347,471.2,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46740,1840010354
Hudson Lake,Hudson Lake,IN,Indiana,18091,LaPorte,41.7174,-86.5476,1347,270.2,shape,FALSE,FALSE,America/Chicago,3,46552,1840026259
South Barre,South Barre,VT,Vermont,50023,Washington,44.1646,-72.5038,1346,268.2,shape,FALSE,FALSE,America/New_York,3,05670 05641 05654,1840002188
Millbrook,Millbrook,NY,New York,36027,Dutchess,41.7842,-73.6937,1346,279.4,shape,FALSE,TRUE,America/New_York,3,12545,1840004749
Libertytown,Libertytown,MD,Maryland,24021,Frederick,39.4859,-77.2482,1346,215.8,shape,FALSE,FALSE,America/New_York,3,21701 21762 21791,1840024452
Raven,Raven,VA,Virginia,51185,Tazewell,37.0937,-81.8601,1345,79.3,shape,FALSE,FALSE,America/New_York,3,24639 24612 24640,1840006450
Williamstown,Williamstown,PA,Pennsylvania,42043,Dauphin,40.5809,-76.617,1345,1365.8,shape,FALSE,TRUE,America/New_York,3,17098,1840001298
Menahga,Menahga,MN,Minnesota,27159,Wadena,46.7471,-95.1012,1343,139.8,shape,FALSE,TRUE,America/Chicago,3,56464,1840007734
New Beaver,New Beaver,PA,Pennsylvania,42073,Lawrence,40.8773,-80.3702,1343,35.9,shape,FALSE,TRUE,America/New_York,3,16141 16157,1840003571
Walnut,Walnut,IA,Iowa,19155,Pottawattamie,41.4894,-95.2197,1342,235.7,shape,FALSE,TRUE,America/Chicago,3,51577,1840010265
Gretna,Gretna,FL,Florida,12039,Gadsden,30.5929,-84.6876,1342,60.5,shape,FALSE,TRUE,America/New_York,3,32351 32332,1840013943
Augusta,Augusta,WI,Wisconsin,55035,Eau Claire,44.6784,-91.1204,1341,233.6,shape,FALSE,TRUE,America/Chicago,3,54722,1840002292
Ortonville,Ortonville,MI,Michigan,26125,Oakland,42.851,-83.4427,1341,537.1,shape,FALSE,TRUE,America/Detroit,3,48462,1840011059
Chadds Ford,Chadds Ford,PA,Pennsylvania,42029,Chester,39.8742,-75.604,1341,230.6,shape,FALSE,FALSE,America/New_York,3,19317,1840153027
Grantsburg,Grantsburg,WI,Wisconsin,55013,Burnett,45.7813,-92.6836,1340,170.2,shape,FALSE,TRUE,America/Chicago,3,54840,1840001995
West Alexandria,West Alexandria,OH,Ohio,39135,Preble,39.745,-84.5361,1340,594.9,shape,FALSE,TRUE,America/New_York,3,45381,1840012498
Edison,Edison,GA,Georgia,13037,Calhoun,31.5608,-84.7374,1340,221.1,shape,FALSE,TRUE,America/New_York,3,39846,1840013867
South Woodstock,South Woodstock,CT,Connecticut,9150,Northeastern Connecticut,41.9312,-71.9555,1340,106.4,shape,FALSE,FALSE,America/New_York,3,06281 06267,1840003282
Utica,Utica,SC,South Carolina,45073,Oconee,34.6764,-82.9252,1339,455.9,shape,FALSE,FALSE,America/New_York,3,29678,1840013532
Mount Vernon,Mount Vernon,AL,Alabama,1097,Mobile,31.0889,-88.0137,1339,94.3,shape,FALSE,TRUE,America/Chicago,3,36560,1840017140
Greene,Greene,IA,Iowa,19023,Butler,42.8968,-92.8041,1339,452.9,shape,FALSE,TRUE,America/Chicago,3,50636,1840008038
Maury,Maury,NC,North Carolina,37079,Greene,35.4792,-77.5902,1339,491.1,shape,FALSE,FALSE,America/New_York,3,28554 28580,1840025813
Centre Grove,Centre Grove,NJ,New Jersey,34011,Cumberland,39.3628,-75.1351,1339,73.6,shape,FALSE,FALSE,America/New_York,3,08311 08332,1840080603
Jackson Center,Jackson Center,OH,Ohio,39149,Shelby,40.4385,-84.0413,1339,300.4,shape,FALSE,TRUE,America/New_York,3,45334,1840012191
Burt,Burt,MI,Michigan,26145,Saginaw,43.2358,-83.9027,1339,85.6,shape,FALSE,FALSE,America/Detroit,3,48457 48417,1840004229
New Buffalo,New Buffalo,MI,Michigan,26021,Berrien,41.7922,-86.7424,1338,209.4,shape,FALSE,TRUE,America/Detroit,3,49117,1840003211
Diaz,Diaz,AR,Arkansas,5067,Jackson,35.6478,-91.262,1337,87.2,shape,FALSE,TRUE,America/Chicago,3,72112 72043,1840014515
Manawa,Manawa,WI,Wisconsin,55135,Waupaca,44.4613,-88.9204,1337,316.8,shape,FALSE,TRUE,America/Chicago,3,54949,1840002359
Grant,Grant,AL,Alabama,1095,Marshall,34.519,-86.2492,1336,278.6,shape,FALSE,TRUE,America/Chicago,3,35747,1840016620
North Bennington,North Bennington,VT,Vermont,50003,Bennington,42.924,-73.2411,1336,275.5,shape,FALSE,TRUE,America/New_York,3,5257,1840004301
Bedford,Bedford,IA,Iowa,19173,Taylor,40.6711,-94.724,1336,321.3,shape,FALSE,TRUE,America/Chicago,3,50833,1840007188
Susan Moore,Susan Moore,AL,Alabama,1009,Blount,34.0804,-86.4228,1336,91.6,shape,FALSE,TRUE,America/Chicago,3,35121 35031 35952,1840016720
Beesleys Point,Beesleys Point,NJ,New Jersey,34009,Cape May,39.2777,-74.6333,1335,242.2,shape,FALSE,FALSE,America/New_York,4,8223,1840080504
Punta Rassa,Punta Rassa,FL,Florida,12071,Lee,26.5036,-81.9998,1335,215.8,shape,FALSE,FALSE,America/New_York,3,33908,1840014225
Marion Center,Marion Center,MA,Massachusetts,25023,Plymouth,41.7042,-70.7629,1335,503,shape,FALSE,TRUE,America/New_York,3,2738,1840073508
Flippin,Flippin,AR,Arkansas,5089,Marion,36.2773,-92.5935,1334,273.5,shape,FALSE,TRUE,America/Chicago,3,72634,1840013328
Hartford,Hartford,IL,Illinois,17119,Madison,38.8183,-90.0915,1334,99,shape,FALSE,TRUE,America/Chicago,3,62048 62087,1840012792
Pennsboro,Pennsboro,WV,West Virginia,54085,Ritchie,39.2874,-80.9755,1334,190.9,shape,FALSE,TRUE,America/New_York,3,26415,1840005792
Dixon,Dixon,MO,Missouri,29169,Pulaski,37.9953,-92.0956,1334,493.1,shape,FALSE,TRUE,America/Chicago,3,65459,1840007557
Ash Grove,Ash Grove,MO,Missouri,29077,Greene,37.3176,-93.5809,1333,385.8,shape,FALSE,TRUE,America/Chicago,3,65604,1840007615
Russellton,Russellton,PA,Pennsylvania,42003,Allegheny,40.6081,-79.8401,1333,357,shape,FALSE,FALSE,America/New_York,3,15076 15024,1840005395
Kilmarnock,Kilmarnock,VA,Virginia,51103,Lancaster,37.7118,-76.3834,1333,151,shape,FALSE,TRUE,America/New_York,3,22482,1840006370
West Mayfield,West Mayfield,PA,Pennsylvania,42007,Beaver,40.7802,-80.3387,1332,646.9,shape,FALSE,TRUE,America/New_York,3,15010,1840001032
Redkey,Redkey,IN,Indiana,18075,Jay,40.3483,-85.1539,1332,590.2,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,47373,1840010422
Rossville,Rossville,IL,Illinois,17183,Vermilion,40.3814,-87.6699,1332,368,shape,FALSE,TRUE,America/Chicago,3,60942 60963,1840012184
Republic,Republic,PA,Pennsylvania,42051,Fayette,39.9664,-79.8768,1332,707,shape,FALSE,FALSE,America/New_York,3,15475 15442 15417,1840005541
Ford Heights,Ford Heights,IL,Illinois,17031,Cook,41.5109,-87.5814,1331,252.5,shape,FALSE,TRUE,America/Chicago,3,60411,1840011275
Coldstream,Coldstream,KY,Kentucky,21111,Jefferson,38.3144,-85.5264,1331,2242.7,shape,FALSE,TRUE,America/Kentucky/Louisville,2,40245,1840030795
Rodney Village,Rodney Village,DE,Delaware,10001,Kent,39.1283,-75.5396,1331,872.9,shape,FALSE,FALSE,America/New_York,3,19904,1840005804
East Marion,East Marion,NY,New York,36103,Suffolk,41.1288,-72.3419,1331,229.6,shape,FALSE,FALSE,America/New_York,3,11939,1840005037
Dunnstown,Dunnstown,PA,Pennsylvania,42035,Clinton,41.1484,-77.4201,1331,625.2,shape,FALSE,FALSE,America/New_York,3,17745,1840004907
Glasgow,Glasgow,VA,Virginia,51163,Rockbridge,37.6348,-79.4514,1330,335.7,shape,FALSE,TRUE,America/New_York,3,24555,1840006315
Smithville,Smithville,OH,Ohio,39169,Wayne,40.8625,-81.8604,1330,415.5,shape,FALSE,TRUE,America/New_York,3,44677,1840011899
Hanna City,Hanna City,IL,Illinois,17143,Peoria,40.6936,-89.8059,1330,377.4,shape,FALSE,TRUE,America/Chicago,3,61536,1840011922
Oakland,Oakland,PA,Pennsylvania,42073,Lawrence,40.9914,-80.3671,1330,384.9,shape,FALSE,FALSE,America/New_York,3,16101,1840149256
Walford,Walford,IA,Iowa,19113,Linn,41.8799,-91.8306,1329,493.2,shape,FALSE,TRUE,America/Chicago,3,52351,1840010125
Newton,Newton,AL,Alabama,1045,Dale,31.3423,-85.5893,1329,36,shape,FALSE,TRUE,America/Chicago,3,36350 36360 36352,1840017088
Lesage,Lesage,WV,West Virginia,54011,Cabell,38.487,-82.293,1329,84.2,shape,FALSE,FALSE,America/New_York,3,25537 25702,1840025662
Newberry,Newberry,MI,Michigan,26095,Luce,46.3538,-85.5098,1329,522.8,shape,FALSE,TRUE,America/Detroit,3,49868,1840010916
Maple Bluff,Maple Bluff,WI,Wisconsin,55025,Dane,43.1131,-89.3718,1329,731.7,shape,FALSE,TRUE,America/Chicago,3,53704,1840002916
Buffalo,Buffalo,SC,South Carolina,45087,Union,34.7244,-81.6844,1329,127.6,shape,FALSE,FALSE,America/New_York,3,29321,1840013563
Shoal Creek,Shoal Creek,AL,Alabama,1117,Shelby,33.4328,-86.6071,1328,101.7,shape,FALSE,TRUE,America/Chicago,4,35242,1840075164
Rapid City,Rapid City,MI,Michigan,26079,Kalkaska,44.8366,-85.2871,1328,94.8,shape,FALSE,FALSE,America/Detroit,3,49676,1840023934
Plattsburgh West,Plattsburgh West,NY,New York,36019,Clinton,44.6837,-73.5037,1328,270.6,shape,FALSE,TRUE,America/New_York,3,12901,1840073655
Collinsburg,Collinsburg,PA,Pennsylvania,42129,Westmoreland,40.2196,-79.7849,1328,288.6,shape,FALSE,FALSE,America/New_York,3,15089 15012,1840026439
Pierson,Pierson,FL,Florida,12127,Volusia,29.2401,-81.4559,1327,50.2,shape,FALSE,TRUE,America/New_York,3,32180,1840017226
McGaheysville,McGaheysville,VA,Virginia,51165,Rockingham,38.3724,-78.7327,1327,600.3,shape,FALSE,FALSE,America/New_York,3,22840,1840116639
Irvington,Irvington,KY,Kentucky,21027,Breckinridge,37.8779,-86.2848,1327,528,shape,FALSE,TRUE,America/Chicago,3,40146,1840014328
Greenville,Greenville,GA,Georgia,13199,Meriwether,33.0322,-84.7163,1326,218.4,shape,FALSE,TRUE,America/New_York,3,30222,1840013782
St. Vincent College,St. Vincent College,PA,Pennsylvania,42129,Westmoreland,40.2914,-79.4054,1326,1016.7,shape,FALSE,TRUE,America/New_York,3,15650,1840043397
Brightwood,Brightwood,VA,Virginia,51113,Madison,38.4132,-78.188,1325,102.8,shape,FALSE,FALSE,America/New_York,3,22715,1840026738
West Falmouth,West Falmouth,MA,Massachusetts,25001,Barnstable,41.6012,-70.6364,1325,166,shape,FALSE,FALSE,America/New_York,3,02540 02574,1840003245
Osceola Mills,Osceola Mills,PA,Pennsylvania,42033,Clearfield,40.8525,-78.2699,1325,1410.6,shape,FALSE,TRUE,America/New_York,3,16666,1840003502
Lincolndale,Lincolndale,NY,New York,36119,Westchester,41.3356,-73.7252,1323,530.2,shape,FALSE,FALSE,America/New_York,3,10589 10541,1840004924
Sanborn,Sanborn,IA,Iowa,19141,O'Brien,43.1814,-95.6554,1323,272,shape,FALSE,TRUE,America/Chicago,3,51248,1840009050
Windsor,Windsor,PA,Pennsylvania,42133,York,39.9163,-76.584,1323,931.5,shape,FALSE,TRUE,America/New_York,3,17366,1840001468
Malvern,Malvern,IA,Iowa,19129,Mills,41.0038,-95.5842,1323,320.5,shape,FALSE,TRUE,America/Chicago,3,51551,1840000891
Blue Ridge,Blue Ridge,GA,Georgia,13111,Fannin,34.8666,-84.3218,1323,190.9,shape,FALSE,TRUE,America/New_York,3,30513,1840013551
Archie,Archie,MO,Missouri,29037,Cass,38.4809,-94.351,1322,340.1,shape,FALSE,TRUE,America/Chicago,3,64725,1840007462
Flemington,Flemington,PA,Pennsylvania,42035,Clinton,41.1271,-77.4703,1322,1119.1,shape,FALSE,TRUE,America/New_York,3,17745,1840003449
Madison Lake,Madison Lake,MN,Minnesota,27013,Blue Earth,44.2074,-93.8175,1322,372.1,shape,FALSE,TRUE,America/Chicago,3,56063,1840008974
Altamont,Altamont,TN,Tennessee,47061,Grundy,35.4325,-85.7433,1322,25.7,shape,FALSE,TRUE,America/Chicago,3,37301 37305,1840015431
Lumberton,Lumberton,MS,Mississippi,28073,Lamar,31.0064,-89.4592,1320,71.7,shape,FALSE,TRUE,America/Chicago,3,39455,1840015873
West Pelzer,West Pelzer,SC,South Carolina,45007,Anderson,34.645,-82.4738,1320,814.2,shape,FALSE,TRUE,America/New_York,3,29669,1840016575
Manly,Manly,IA,Iowa,19195,Worth,43.2883,-93.2008,1320,360.4,shape,FALSE,TRUE,America/Chicago,3,50456,1840009028
Whitmire,Whitmire,SC,South Carolina,45071,Newberry,34.5041,-81.6144,1319,407.3,shape,FALSE,TRUE,America/New_York,3,29178,1840016633
Cornwells Heights,Cornwells Heights,PA,Pennsylvania,42017,Bucks,40.0771,-74.9517,1319,1071.3,shape,FALSE,FALSE,America/New_York,3,19020,1840035324
Nazareth College,Nazareth College,NY,New York,36055,Monroe,43.1031,-77.5193,1319,1075.8,shape,FALSE,FALSE,America/New_York,3,14618,1840145792
Springmont,Springmont,PA,Pennsylvania,42011,Berks,40.3274,-76.0042,1319,1420.8,shape,FALSE,FALSE,America/New_York,3,19609,1840035206
Prosperity,Prosperity,SC,South Carolina,45071,Newberry,34.2121,-81.5329,1318,256.2,shape,FALSE,TRUE,America/New_York,3,29127,1840017939
Sanbornville,Sanbornville,NH,New Hampshire,33003,Carroll,43.5525,-71.0297,1317,315.1,shape,FALSE,FALSE,America/New_York,3,3872,1840026135
North Charleroi,North Charleroi,PA,Pennsylvania,42125,Washington,40.15,-79.9084,1316,1264.5,shape,FALSE,TRUE,America/New_York,3,15022,1840003663
Green Harbor,Green Harbor,MA,Massachusetts,25023,Plymouth,42.068,-70.6499,1314,659.8,shape,FALSE,FALSE,America/New_York,3,02050 02332,1840031221
Williamsville,Williamsville,IL,Illinois,17167,Sangamon,39.9548,-89.5468,1314,327.6,shape,FALSE,TRUE,America/Chicago,3,62693,1840012454
New Market,New Market,AL,Alabama,1089,Madison,34.8892,-86.4226,1314,28.9,shape,FALSE,FALSE,America/Chicago,3,35761,1840013548
Pine Mountain,Pine Mountain,GA,Georgia,13145,Harris,32.8522,-84.8521,1314,161.8,shape,FALSE,TRUE,America/New_York,3,31822,1840016961
Houston,Houston,PA,Pennsylvania,42125,Washington,40.2494,-80.211,1313,1233.8,shape,FALSE,TRUE,America/New_York,3,15317 15342,1840003657
Brandywine Bay,Brandywine Bay,NC,North Carolina,37031,Carteret,34.7384,-76.8303,1313,629.2,shape,FALSE,FALSE,America/New_York,3,28557,1840151243
Milford Square,Milford Square,PA,Pennsylvania,42017,Bucks,40.4325,-75.4056,1312,550.2,shape,FALSE,FALSE,America/New_York,3,18951 18935,1840035099
Fairlea,Fairlea,WV,West Virginia,54025,Greenbrier,37.7756,-80.4582,1312,135.5,shape,FALSE,FALSE,America/New_York,3,24901 24970 24902,1840038243
Capron,Capron,IL,Illinois,17007,Boone,42.3986,-88.7394,1311,655.6,shape,FALSE,TRUE,America/Chicago,3,61012,1840010112
Tiltonsville,Tiltonsville,OH,Ohio,39081,Jefferson,40.1721,-80.6973,1311,965.2,shape,FALSE,TRUE,America/New_York,3,43963 43943,1840012130
Griggsville,Griggsville,IL,Illinois,17149,Pike,39.7078,-90.7276,1310,457.5,shape,FALSE,TRUE,America/Chicago,3,62340,1840007315
Langley,Langley,SC,South Carolina,45003,Aiken,33.512,-81.8344,1310,445.4,shape,FALSE,FALSE,America/New_York,3,29851 29834,1840025039
Bloomfield,Bloomfield,NY,New York,36069,Ontario,42.8991,-77.4242,1310,361.7,shape,FALSE,TRUE,America/New_York,3,14469,1840034027
Rose Hill,Rose Hill,NC,North Carolina,37061,Duplin,34.8261,-78.0259,1309,349.8,shape,FALSE,TRUE,America/New_York,3,28458,1840017883
Lyndhurst,Lyndhurst,VA,Virginia,51015,Augusta,38.022,-78.9516,1309,83.8,shape,FALSE,FALSE,America/New_York,3,22952 24477 22980,1840006245
Fayette,Fayette,IA,Iowa,19065,Fayette,42.8417,-91.8038,1309,337.5,shape,FALSE,TRUE,America/Chicago,3,52142,1840000389
Jonesville,Jonesville,VA,Virginia,51105,Lee,36.687,-83.1153,1308,454.7,shape,FALSE,TRUE,America/New_York,3,24263,1840006534
Morgantown,Morgantown,IN,Indiana,18109,Morgan,39.373,-86.2584,1308,958.8,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46160,1840009669
Rosenhayn,Rosenhayn,NJ,New Jersey,34011,Cumberland,39.4787,-75.138,1308,190.8,shape,FALSE,FALSE,America/New_York,3,08302 08352,1840005751
Loch Sheldrake,Loch Sheldrake,NY,New York,36105,Sullivan,41.7702,-74.657,1308,305.4,shape,FALSE,FALSE,America/New_York,3,12747 12759,1840033908
Edmonston,Edmonston,MD,Maryland,24033,Prince George's,38.9502,-76.9332,1307,1254.2,shape,FALSE,TRUE,America/New_York,3,20781,1840005964
Cornell,Cornell,WI,Wisconsin,55017,Chippewa,45.1632,-91.1497,1307,133.3,shape,FALSE,TRUE,America/Chicago,3,54732,1840002109
Beulaville,Beulaville,NC,North Carolina,37061,Duplin,34.9228,-77.7724,1307,326.7,shape,FALSE,TRUE,America/New_York,3,28518,1840015485
Meggett,Meggett,SC,South Carolina,45019,Charleston,32.6968,-80.273,1307,27.8,shape,FALSE,TRUE,America/New_York,3,29449,1840017285
Guilford Lake,Guilford Lake,OH,Ohio,39029,Columbiana,40.8032,-80.8772,1307,213.2,shape,FALSE,FALSE,America/New_York,3,44432 44423,1840151265
Joanna,Joanna,SC,South Carolina,45059,Laurens,34.4149,-81.8086,1306,160.7,shape,FALSE,FALSE,America/New_York,3,29351,1840013584
Belzoni,Belzoni,MS,Mississippi,28053,Humphreys,33.1804,-90.4863,1306,495,shape,FALSE,TRUE,America/Chicago,3,39038,1840013777
Nemacolin,Nemacolin,PA,Pennsylvania,42059,Greene,39.8784,-79.9294,1306,450.2,shape,FALSE,FALSE,America/New_York,3,15351,1840005559
Buchanan,Buchanan,GA,Georgia,13143,Haralson,33.803,-85.1804,1306,338.5,shape,FALSE,TRUE,America/New_York,3,30113,1840013716
Maria Stein,Maria Stein,OH,Ohio,39107,Mercer,40.4076,-84.4792,1305,99.1,shape,FALSE,FALSE,America/New_York,3,45860,1840093173
Hurley,Hurley,MS,Mississippi,28059,Jackson,30.6638,-88.4994,1305,98.1,shape,FALSE,FALSE,America/Chicago,3,39562 39555,1840013932
Center Hill,Center Hill,FL,Florida,12119,Sumter,28.6334,-81.9986,1304,82.3,shape,FALSE,TRUE,America/New_York,3,33597 33514,1840015086
Graysville,Graysville,TN,Tennessee,47143,Rhea,35.4494,-85.0762,1304,427.5,shape,FALSE,TRUE,America/New_York,3,37338 37321,1840016286
Springfield,Springfield,NJ,New Jersey,34039,Union,40.706,-74.313,1304,1297.9,shape,FALSE,FALSE,America/New_York,3,7081,1840153044
Forest Home,Forest Home,NY,New York,36109,Tompkins,42.4529,-76.4693,1303,882,shape,FALSE,FALSE,America/New_York,3,14850,1840004540
Waldo,Waldo,FL,Florida,12001,Alachua,29.7925,-82.1663,1303,231.1,shape,FALSE,TRUE,America/New_York,3,32694,1840015943
Gosport,Gosport,IN,Indiana,18119,Owen,39.3507,-86.6665,1303,471.5,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,47433,1840010654
